STATE00,COUNTY00,GEOID00,HU00,AREA00,AREALAND00,STATE10,COUNTY10,GEOID10,HU10,TRACT00,TRACT10,PART00,PART10,POP00,POP10,POPPCT00,POPPCT10,CHANGE,MERGE,SPLIT,,AREA10,AREALAND10,AREAPT,AREALANDPT,AREAPCT00PT,ARELANDPCT00PT,AREAPCT10PT,AREALANDPCT10PT,POP10PT,HU10PT,HUPCT00,HUPCT10
4,13,4013111402,1556,1316508,1316508,4,13,4013111402,1556,111402,111402,W,W,4150,4150,100,100,0,,,,1316508,1316508,1316508,1316508,100,100,100,100,4150,1556,100,100
4,13,4013111501,656,707973,701866,4,13,4013111501,656,111501,111501,W,W,2115,2115,100,100,0,,,,707973,701866,707973,701866,100,100,100,100,2115,656,100,100
4,13,4013111502,2291,1904323,1891522,4,13,4013111502,2291,111502,111502,W,W,6524,6524,100,100,0,,,,1904323,1891522,1904323,1891522,100,100,100,100,6524,2291,100,100
4,13,4013111601,1138,1304232,1298949,4,13,4013111601,1138,111601,111601,W,W,3161,3161,100,100,0,,,,1304232,1298949,1304232,1298949,100,100,100,100,3161,1138,100,100
4,13,4013111602,1819,1304105,1304105,4,13,4013111602,1819,111602,111602,W,W,5055,5055,100,100,0,,,,1304105,1304105,1304105,1304105,100,100,100,100,5055,1819,100,100
4,13,4013111700,2691,2603480,2603480,4,13,4013111700,2691,111700,111700,W,W,5647,5647,100,100,0,,,,2603480,2603480,2603480,2603480,100,100,100,100,5647,2691,100,100
4,13,4013111800,2361,2654771,2654771,4,13,4013111800,2361,111800,111800,W,W,3487,3487,100,100,0,,,,2654771,2654771,2654771,2654771,100,100,100,100,3487,2361,100,100
4,13,4013111900,1199,2584129,2540086,4,13,4013111900,1199,111900,111900,W,W,2238,2238,100,100,0,,,,2584129,2540086,2584129,2540086,100,100,100,100,2238,1199,100,100
4,13,4013112000,797,2603017,2603017,4,13,4013116800,1169,112000,116800,P,P,1652,2655,100,62.22,37.78,,,,5226380,5226380,2602838,2602838,99.99,99.99,49.8,49.8,1652,797,100,68.18
4,13,4013112000,797,2603017,2603017,4,13,4013116900,655,112000,116900,P,P,1652,2387,0,0,0,,,,3191286,3171279,179,179,0.01,0.01,0.01,0.01,0,0,0,0
4,13,4013112100,1035,2590619,2590619,4,13,4013112100,1035,112100,112100,P,W,3838,3838,100,100,0,,,,2590521,2590521,2590521,2590521,100,100,100,100,3838,1035,100,100
4,13,4013112100,1035,2590619,2590619,4,13,4013116900,655,112100,116900,P,P,3838,2387,0,0,0,,,,3191286,3171279,98,98,0,0,0,0,0,0,0,0
4,13,4013112201,1149,1453063,1453063,4,13,4013112201,1149,112201,112201,W,W,4400,4400,100,100,0,,,,1453063,1453063,1453063,1453063,100,100,100,100,4400,1149,100,100
4,13,4013112202,1504,1136738,1136738,4,13,4013112202,1504,112202,112202,W,W,4305,4305,100,100,0,,,,1136738,1136738,1136738,1136738,100,100,100,100,4305,1504,100,100
4,13,4013112301,1800,1309389,1309389,4,13,4013112301,1800,112301,112301,W,W,5017,5017,100,100,0,,,,1309389,1309389,1309389,1309389,100,100,100,100,5017,1800,100,100
4,13,4013112302,2227,1285103,1285103,4,13,4013112302,2227,112302,112302,W,W,6754,6754,100,100,0,,,,1285103,1285103,1285103,1285103,100,100,100,100,6754,2227,100,100
4,13,4013112401,1567,1304313,1304313,4,13,4013112401,1567,112401,112401,W,W,5377,5377,100,100,0,,,,1304313,1304313,1304313,1304313,100,100,100,100,5377,1567,100,100
4,13,4013112402,1285,1299464,1299464,4,13,4013112402,1285,112402,112402,W,W,4999,4999,100,100,0,,,,1299464,1299464,1299464,1299464,100,100,100,100,4999,1285,100,100
4,13,4013112502,1345,1268294,1268294,4,13,4013112502,1345,112502,112502,W,W,5397,5397,100,100,0,,,,1268294,1268294,1268294,1268294,100,100,100,100,5397,1345,100,100
4,13,4013112503,2057,2596628,2596628,4,13,4013112503,2057,112503,112503,W,W,7944,7944,100,100,0,,,,2596628,2596628,2596628,2596628,100,100,100,100,7944,2057,100,100
4,13,4013112504,1185,1264266,1264266,4,13,4013112504,1185,112504,112504,W,W,3596,3596,100,100,0,,,,1264266,1264266,1264266,1264266,100,100,100,100,3596,1185,100,100
4,13,4013112505,2649,2506629,2506629,4,13,4013112505,2649,112505,112505,W,W,8369,8369,100,100,0,,,,2506629,2506629,2506629,2506629,100,100,100,100,8369,2649,100,100
4,13,4013112506,10902,68346643,68273967,4,13,4013109702,1308,112506,109702,P,P,31447,5053,0,0,0,,,,1405623,1405623,40,40,0,0,0,0,0,0,0,0
4,13,4013112506,10902,68346643,68273967,4,13,4013112509,3254,112506,112509,P,W,31447,6909,21.97,100,78.03,,,,5603665,5603665,5603665,5603665,8.2,8.21,100,100,6909,3254,29.85,100
4,13,4013112506,10902,68346643,68273967,4,13,4013112510,1214,112506,112510,P,P,31447,4162,13.23,100,86.77,,,,10290012,10290012,10289990,10289990,15.06,15.07,100,100,4162,1214,11.14,100
4,13,4013112506,10902,68346643,68273967,4,13,4013112511,2026,112506,112511,P,W,31447,6816,21.67,100,78.33,,,,11060811,11056182,11060811,11056182,16.18,16.19,100,100,6816,2026,18.58,100
4,13,4013112506,10902,68346643,68273967,4,13,4013112512,817,112506,112512,P,W,31447,1796,5.71,100,94.29,,,,11703783,11698869,11703783,11698869,17.12,17.14,100,100,1796,817,7.49,100
4,13,4013112506,10902,68346643,68273967,4,13,4013112513,2362,112506,112513,P,W,31447,8131,25.86,100,74.14,,,,7768313,7768313,7768313,7768313,11.37,11.38,100,100,8131,2362,21.67,100
4,13,4013112506,10902,68346643,68273967,4,13,4013112514,1229,112506,112514,P,W,31447,3633,11.55,100,88.45,,,,21920041,21856908,21920041,21856908,32.07,32.01,100,100,3633,1229,11.27,100
4,13,4013112507,844,1246190,1246190,4,13,4013112507,844,112507,112507,W,W,2399,2399,100,100,0,,,,1246190,1246190,1246190,1246190,100,100,100,100,2399,844,100,100
4,13,4013112508,729,1945048,1945048,4,13,4013112508,729,112508,112508,W,W,2148,2148,100,100,0,,,,1945048,1945048,1945048,1945048,100,100,100,100,2148,729,100,100
4,13,4013112601,1084,721054,721054,4,13,4013112601,1084,112601,112601,W,W,3009,3009,100,100,0,,,,721054,721054,721054,721054,100,100,100,100,3009,1084,100,100
4,13,4013112602,2162,1880497,1880497,4,13,4013112602,2162,112602,112602,W,W,7935,7935,100,100,0,,,,1880497,1880497,1880497,1880497,100,100,100,100,7935,2162,100,100
4,13,4013112700,1909,2589107,2589107,4,13,4013112700,1909,112700,112700,W,W,6740,6740,100,100,0,,,,2589107,2589107,2589107,2589107,100,100,100,100,6740,1909,100,100
4,13,4013112800,372,2623542,2623542,4,13,4013116800,1169,112800,116800,W,P,1003,2655,100,37.78,62.22,,,,5226380,5226380,2623542,2623542,100,100,50.2,50.2,1003,372,100,31.82
4,13,4013112900,2349,2601458,2601458,4,13,4013112900,2349,112900,112900,W,W,4805,4805,100,100,0,,,,2601458,2601458,2601458,2601458,100,100,100,100,4805,2349,100,100
4,13,4013113000,1466,1274355,1274355,4,13,4013113000,1466,113000,113000,W,W,1895,1895,100,100,0,,,,1274355,1274355,1274355,1274355,100,100,100,100,1895,1466,100,100
4,13,4013113100,1816,1304207,1304207,4,13,4013113100,1816,113100,113100,W,W,2808,2808,100,100,0,,,,1304207,1304207,1304207,1304207,100,100,100,100,2808,1816,100,100
4,13,4013113201,889,648711,648711,4,13,4013113201,889,113201,113201,W,W,2666,2666,100,100,0,,,,648711,648711,648711,648711,100,100,100,100,2666,889,100,100
4,13,4013113202,859,674689,674689,4,13,4013113202,859,113202,113202,W,W,2061,2061,100,100,0,,,,674689,674689,674689,674689,100,100,100,100,2061,859,100,100
4,13,4013113203,940,1265033,1265033,4,13,4013113203,940,113203,113203,W,W,2317,2317,100,100,0,,,,1265033,1265033,1265033,1265033,100,100,100,100,2317,940,100,100
4,13,4013113300,2009,2590327,2590327,4,13,4013113300,2009,113300,113300,W,W,5175,5175,100,100,0,,,,2590327,2590327,2590327,2590327,100,100,100,100,5175,2009,100,100
4,13,4013113400,26,665891,665891,4,13,4013113400,0,113400,113400,P,W,770,684,88.83,100,11.17,,,,649228,649228,649228,649228,97.5,97.5,100,100,684,0,0,0
4,13,4013113400,26,665891,665891,4,13,4013113502,802,113400,113502,P,P,770,2638,11.17,3.26,7.91,,,,638472,638472,16663,16663,2.5,2.5,2.61,2.61,86,26,100,3.24
4,13,4013113500,2271,1905723,1901625,4,13,4013113501,1495,113500,113501,P,P,6968,4416,63.38,100,36.62,,,,1284222,1280124,1283914,1279816,67.37,67.3,99.98,99.98,4416,1495,65.83,100
4,13,4013113500,2271,1905723,1901625,4,13,4013113502,802,113500,113502,P,P,6968,2638,36.62,96.74,60.12,,,,638472,638472,621809,621809,32.63,32.7,97.39,97.39,2552,776,34.17,96.76
4,13,4013113601,1640,1568356,1554696,4,13,4013113601,1640,113601,113601,P,W,3957,3957,100,100,0,,,,1563862,1550264,1563862,1550264,99.71,99.71,100,100,3957,1640,100,100
4,13,4013113601,1640,1568356,1554696,4,13,4013113602,1107,113601,113602,P,P,3957,3400,0,0,0,,,,1072558,1059945,4494,4432,0.29,0.29,0.42,0.42,0,0,0,0
4,13,4013113602,1107,1068372,1055821,4,13,4013113501,1495,113602,113501,P,P,3400,4416,0,0,0,,,,1284222,1280124,308,308,0.03,0.03,0.02,0.02,0,0,0,0
4,13,4013113602,1107,1068372,1055821,4,13,4013113602,1107,113602,113602,P,P,3400,3400,100,100,0,,,,1072558,1059945,1068064,1055513,99.97,99.97,99.58,99.58,3400,1107,100,100
4,13,4013113700,3549,2495208,2495122,4,13,4013113700,3549,113700,113700,W,W,7720,7720,100,100,0,,,,2495208,2495122,2495208,2495122,100,100,100,100,7720,3549,100,100
4,13,4013113800,1259,18875866,18781408,4,13,4013113801,1255,113800,113801,P,W,2152,2135,99.21,100,0.79,,,,5330824,5307763,5330824,5307763,28.24,28.26,100,100,2135,1255,99.68,100
4,13,4013113800,1259,18875866,18781408,4,13,4013113802,4,113800,113802,P,P,2152,17,0.79,100,99.21,,,,13548906,13477509,13526273,13454876,71.66,71.64,99.83,99.83,17,4,0.32,100
4,13,4013113800,1259,18875866,18781408,4,13,4013318800,3657,113800,318800,P,P,2152,6057,0,0,0,,,,2572002,2566799,1190,1190,0.01,0.01,0.05,0.05,0,0,0,0
4,13,4013113800,1259,18875866,18781408,4,13,4013319704,721,113800,319704,P,P,2152,1483,0,0,0,,,,7899156,7855127,13976,13976,0.07,0.07,0.18,0.18,0,0,0,0
4,13,4013113800,1259,18875866,18781408,4,13,4013320100,1652,113800,320100,P,P,2152,2558,0,0,0,,,,4885392,4796624,3603,3603,0.02,0.02,0.07,0.08,0,0,0,0
4,13,4013113900,448,2665421,2665421,4,13,4013113900,448,113900,113900,W,W,1372,1372,100,100,0,,,,2665421,2665421,2665421,2665421,100,100,100,100,1372,448,100,100
4,13,4013114000,1164,2617582,2617582,4,13,4013114000,1164,114000,114000,W,W,2614,2614,100,100,0,,,,2617582,2617582,2617582,2617582,100,100,100,100,2614,1164,100,100
4,13,4013114100,883,1305841,1305841,4,13,4013114100,883,114100,114100,P,W,2401,2401,100,100,0,,,,1305069,1305069,1305069,1305069,99.94,99.94,100,100,2401,883,100,100
4,13,4013114100,883,1305841,1305841,4,13,4013114200,562,114100,114200,P,P,2401,1539,0,0,0,,,,1283912,1283912,772,772,0.06,0.06,0.06,0.06,0,0,0,0
4,13,4013114200,562,1283140,1283140,4,13,4013114200,562,114200,114200,W,P,1539,1539,100,100,0,,,,1283912,1283912,1283140,1283140,100,100,99.94,99.94,1539,562,100,100
4,13,4013114301,261,1333637,1333637,4,13,4013114301,261,114301,114301,W,W,1570,1570,100,100,0,,,,1333637,1333637,1333637,1333637,100,100,100,100,1570,261,100,100
4,13,4013114302,1094,1305760,1305760,4,13,4013114302,1094,114302,114302,W,W,2477,2477,100,100,0,,,,1305760,1305760,1305760,1305760,100,100,100,100,2477,1094,100,100
4,13,4013114401,643,1387782,1387782,4,13,4013114401,643,114401,114401,W,W,1724,1724,100,100,0,,,,1387782,1387782,1387782,1387782,100,100,100,100,1724,643,100,100
4,13,4013114402,700,1200492,1200492,4,13,4013114402,700,114402,114402,W,W,2014,2014,100,100,0,,,,1200492,1200492,1200492,1200492,100,100,100,100,2014,700,100,100
4,13,4013114500,1462,2541460,2541460,4,13,4013114500,1462,114500,114500,W,W,4198,4198,100,100,0,,,,2541460,2541460,2541460,2541460,100,100,100,100,4198,1462,100,100
4,13,4013114600,513,2581401,2581401,4,13,4013114600,513,114600,114600,W,W,1914,1914,100,100,0,,,,2581401,2581401,2581401,2581401,100,100,100,100,1914,513,100,100
4,13,4013114701,240,7606680,7484213,4,13,4013117300,517,114701,117300,W,P,824,1677,100,49.14,50.86,,,,8190697,8068230,7606680,7484213,100,100,92.87,92.76,824,240,100,46.42
4,13,4013114702,277,584017,584017,4,13,4013117300,517,114702,117300,W,P,853,1677,100,50.86,49.14,,,,8190697,8068230,584017,584017,100,100,7.13,7.24,853,277,100,53.58
4,13,4013114703,388,2593257,2593257,4,13,4013114703,388,114703,114703,W,W,8071,8071,100,100,0,,,,2593257,2593257,2593257,2593257,100,100,100,100,8071,388,100,100
4,13,4013114800,1016,5403312,5236085,4,13,4013114800,1016,114800,114800,W,W,3285,3285,100,100,0,,,,5403312,5236085,5403312,5236085,100,100,100,100,3285,1016,100,100
4,13,4013114900,1019,2815999,2815999,4,13,4013114900,1019,114900,114900,W,W,2663,2663,100,100,0,,,,2815999,2815999,2815999,2815999,100,100,100,100,2663,1019,100,100
4,13,4013115000,488,3040323,3034676,4,13,4013117200,513,115000,117200,W,P,1297,1353,100,95.86,4.14,,,,6630458,6624811,3040323,3034676,100,100,45.85,45.81,1297,488,100,95.13
4,13,4013115100,25,3590135,3590135,4,13,4013117200,513,115100,117200,W,P,56,1353,100,4.14,95.86,,,,6630458,6624811,3590135,3590135,100,100,54.15,54.19,56,25,100,4.87
4,13,4013115200,950,7240346,7149744,4,13,4013115200,950,115200,115200,P,W,2623,2623,100,100,0,,,,7236148,7145546,7236148,7145546,99.94,99.94,100,100,2623,950,100,100
4,13,4013115200,950,7240346,7149744,4,13,4013319704,721,115200,319704,P,P,2623,1483,0,0,0,,,,7899156,7855127,4198,4198,0.06,0.06,0.05,0.05,0,0,0,0
4,13,4013115300,944,4132934,4100051,4,13,4013115300,944,115300,115300,W,W,2323,2323,100,100,0,,,,4132934,4100051,4132934,4100051,100,100,100,100,2323,944,100,100
4,13,4013115400,690,2599553,2515074,4,13,4013115400,690,115400,115400,W,W,2232,2232,100,100,0,,,,2599553,2515074,2599553,2515074,100,100,100,100,2232,690,100,100
4,13,4013115500,1051,2609864,2609864,4,13,4013115500,1051,115500,115500,W,W,3699,3699,100,100,0,,,,2609864,2609864,2609864,2609864,100,100,100,100,3699,1051,100,100
4,13,4013115600,1189,2552661,2552661,4,13,4013115600,1189,115600,115600,W,W,3864,3864,100,100,0,,,,2552661,2552661,2552661,2552661,100,100,100,100,3864,1189,100,100
4,13,4013115700,1827,2588064,2588064,4,13,4013115700,1827,115700,115700,W,W,6427,6427,100,100,0,,,,2588064,2588064,2588064,2588064,100,100,100,100,6427,1827,100,100
4,13,4013115801,1472,1299694,1299694,4,13,4013115801,1472,115801,115801,W,W,3862,3862,100,100,0,,,,1299694,1299694,1299694,1299694,100,100,100,100,3862,1472,100,100
4,13,4013115802,1112,1288097,1288097,4,13,4013115802,1112,115802,115802,W,W,3389,3389,100,100,0,,,,1288097,1288097,1288097,1288097,100,100,100,100,3389,1112,100,100
4,13,4013115900,1727,2569300,2569300,4,13,4013115900,1727,115900,115900,W,W,5332,5332,100,100,0,,,,2569300,2569300,2569300,2569300,100,100,100,100,5332,1727,100,100
4,13,4013116000,2088,2480162,2480162,4,13,4013116000,2088,116000,116000,W,W,5558,5558,100,100,0,,,,2480162,2480162,2480162,2480162,100,100,100,100,5558,2088,100,100
4,13,4013116100,1378,2417069,2417069,4,13,4013116100,1378,116100,116100,W,W,3963,3963,100,100,0,,,,2417069,2417069,2417069,2417069,100,100,100,100,3963,1378,100,100
4,13,4013116202,1412,1446597,1446597,4,13,4013116202,1412,116202,116202,W,W,5033,5033,100,100,0,,,,1446597,1446597,1446597,1446597,100,100,100,100,5033,1412,100,100
4,13,4013116203,2351,7958866,7958866,4,13,4013116203,2351,116203,116203,W,W,4760,4760,100,100,0,,,,7958866,7958866,7958866,7958866,100,100,100,100,4760,2351,100,100
4,13,4013116204,1167,2583084,2583084,4,13,4013116204,1167,116204,116204,W,W,3638,3638,100,100,0,,,,2583084,2583084,2583084,2583084,100,100,100,100,3638,1167,100,100
4,13,4013116205,1856,1140808,1140808,4,13,4013116205,1856,116205,116205,W,W,4256,4256,100,100,0,,,,1140808,1140808,1140808,1140808,100,100,100,100,4256,1856,100,100
4,13,4013116300,1936,2687782,2687782,4,13,4013116300,1936,116300,116300,W,W,6118,6118,100,100,0,,,,2687782,2687782,2687782,2687782,100,100,100,100,6118,1936,100,100
4,13,4013116400,1669,2625224,2625224,4,13,4013116400,1669,116400,116400,W,W,5604,5604,100,100,0,,,,2625224,2625224,2625224,2625224,100,100,100,100,5604,1669,100,100
4,13,4013116500,1419,2586583,2586583,4,13,4013116500,1419,116500,116500,W,W,4920,4920,100,100,0,,,,2586583,2586583,2586583,2586583,100,100,100,100,4920,1419,100,100
4,13,4013116601,16332,61443516,61335282,4,13,4013116603,1776,116601,116603,P,W,48305,5736,11.87,100,88.13,,,,6532433,6532433,6532433,6532433,10.63,10.65,100,100,5736,1776,10.87,100
4,13,4013116601,16332,61443516,61335282,4,13,4013116604,1362,116601,116604,P,W,48305,4000,8.28,100,91.72,,,,2569403,2569403,2569403,2569403,4.18,4.19,100,100,4000,1362,8.34,100
4,13,4013116601,16332,61443516,61335282,4,13,4013116605,1744,116601,116605,P,W,48305,5066,10.49,100,89.51,,,,2563356,2563356,2563356,2563356,4.17,4.18,100,100,5066,1744,10.68,100
4,13,4013116601,16332,61443516,61335282,4,13,4013116606,1843,116601,116606,P,W,48305,5663,11.72,100,88.28,,,,2577688,2577688,2577688,2577688,4.2,4.2,100,100,5663,1843,11.28,100
4,13,4013116601,16332,61443516,61335282,4,13,4013116607,785,116601,116607,P,W,48305,2526,5.23,100,94.77,,,,2584010,2583288,2584010,2583288,4.21,4.21,100,100,2526,785,4.81,100
4,13,4013116601,16332,61443516,61335282,4,13,4013116608,1243,116601,116608,P,W,48305,3553,7.36,100,92.64,,,,6949020,6948416,6949020,6948416,11.31,11.33,100,100,3553,1243,7.61,100
4,13,4013116601,16332,61443516,61335282,4,13,4013116609,1138,116601,116609,P,W,48305,3176,6.57,100,93.43,,,,7866488,7866488,7866488,7866488,12.8,12.83,100,100,3176,1138,6.97,100
4,13,4013116601,16332,61443516,61335282,4,13,4013116610,1564,116601,116610,P,W,48305,4437,9.19,100,90.81,,,,5154385,5051129,5154385,5051129,8.39,8.24,100,100,4437,1564,9.58,100
4,13,4013116601,16332,61443516,61335282,4,13,4013116611,1199,116601,116611,P,P,48305,3217,5.79,86.94,81.15,,,,12668790,12668790,9152357,9152357,14.9,14.92,72.24,72.24,2797,1020,6.25,85.07
4,13,4013116601,16332,61443516,61335282,4,13,4013116612,1563,116601,116612,P,W,48305,4862,10.07,100,89.93,,,,7767361,7763709,7767361,7763709,12.64,12.66,100,100,4862,1563,9.57,100
4,13,4013116601,16332,61443516,61335282,4,13,4013116613,2294,116601,116613,P,W,48305,6489,13.43,100,86.57,,,,7727015,7727015,7727015,7727015,12.58,12.6,100,100,6489,2294,14.05,100
4,13,4013116602,2177,2580075,2580075,4,13,4013116602,2177,116602,116602,W,W,7325,7325,100,100,0,,,,2580075,2580075,2580075,2580075,100,100,100,100,7325,2177,100,100
4,13,4013116702,2689,3513861,3513861,4,13,4013116702,2689,116702,116702,W,W,7839,7839,100,100,0,,,,3513861,3513861,3513861,3513861,100,100,100,100,7839,2689,100,100
4,13,4013116703,1391,3526922,3526922,4,13,4013116703,1391,116703,116703,W,W,4448,4448,100,100,0,,,,3526922,3526922,3526922,3526922,100,100,100,100,4448,1391,100,100
4,13,4013116704,3439,7979223,7979223,4,13,4013116704,3439,116704,116704,P,W,7105,7105,100,100,0,,,,7901499,7901499,7901499,7901499,99.03,99.03,100,100,7105,3439,100,100
4,13,4013116704,3439,7979223,7979223,4,13,4013320002,1376,116704,320002,P,P,7105,5523,0,0,0,,,,2086386,2086386,77724,77724,0.97,0.97,3.73,3.73,0,0,0,0
4,13,4013116705,1594,75761207,75757446,4,13,4013116611,1199,116705,116611,P,P,4149,3217,10.12,13.06,2.94,,,,12668790,12668790,3516433,3516433,4.64,4.64,27.76,27.76,420,179,11.23,14.93
4,13,4013116705,1594,75761207,75757446,4,13,4013116732,1299,116705,116732,P,W,4149,3446,83.06,100,16.94,,,,6646468,6646468,6646468,6646468,8.77,8.77,100,100,3446,1299,81.49,100
4,13,4013116705,1594,75761207,75757446,4,13,4013116733,116,116705,116733,P,W,4149,283,6.82,100,93.18,,,,65598306,65594545,65598306,65594545,86.59,86.58,100,100,283,116,7.28,100
4,13,4013116707,1233,1325653,1325653,4,13,4013116707,1233,116707,116707,W,W,2738,2738,100,100,0,,,,1325653,1325653,1325653,1325653,100,100,100,100,2738,1233,100,100
4,13,4013116708,2971,3477736,3430321,4,13,4013116708,2971,116708,116708,W,W,5033,5033,100,100,0,,,,3477736,3430321,3477736,3430321,100,100,100,100,5033,2971,100,100
4,13,4013116709,931,1203480,1203480,4,13,4013116709,931,116709,116709,P,W,1789,1789,100,100,0,,,,1182698,1182698,1182698,1182698,98.27,98.27,100,100,1789,931,100,100
4,13,4013116709,931,1203480,1203480,4,13,4013320002,1376,116709,320002,P,P,1789,5523,0,0,0,,,,2086386,2086386,20782,20782,1.73,1.73,1,1,0,0,0,0
4,13,4013116710,1721,3760752,3760752,4,13,4013116710,1721,116710,116710,W,W,4638,4638,100,100,0,,,,3760752,3760752,3760752,3760752,100,100,100,100,4638,1721,100,100
4,13,4013116711,838,1109767,1109767,4,13,4013116711,838,116711,116711,W,W,1878,1878,100,100,0,,,,1109767,1109767,1109767,1109767,100,100,100,100,1878,838,100,100
4,13,4013116712,2811,3705615,3705615,4,13,4013116712,2811,116712,116712,W,W,6397,6397,100,100,0,,,,3705615,3705615,3705615,3705615,100,100,100,100,6397,2811,100,100
4,13,4013116713,2553,2468645,2364001,4,13,4013116713,2553,116713,116713,W,W,6104,6104,100,100,0,,,,2468645,2364001,2468645,2364001,100,100,100,100,6104,2553,100,100
4,13,4013116714,1239,2627675,2627675,4,13,4013116714,1239,116714,116714,W,W,3295,3295,100,100,0,,,,2627675,2627675,2627675,2627675,100,100,100,100,3295,1239,100,100
4,13,4013116715,943,921579,921579,4,13,4013116715,943,116715,116715,W,W,2075,2075,100,100,0,,,,921579,921579,921579,921579,100,100,100,100,2075,943,100,100
4,13,4013116717,1997,1134490,1134490,4,13,4013116717,1997,116717,116717,P,W,4021,4021,100,100,0,,,,1087590,1087590,1087590,1087590,95.87,95.87,100,100,4021,1997,100,100
4,13,4013116717,1997,1134490,1134490,4,13,4013810000,665,116717,810000,P,P,4021,1711,0,0,0,,,,2807185,2807185,25450,25450,2.24,2.24,0.91,0.91,0,0,0,0
4,13,4013116717,1997,1134490,1134490,4,13,4013810400,1969,116717,810400,P,P,4021,4661,0,0,0,,,,5342536,5342536,21450,21450,1.89,1.89,0.4,0.4,0,0,0,0
4,13,4013116718,1302,993663,993663,4,13,4013116718,1302,116718,116718,W,W,2599,2599,100,100,0,,,,993663,993663,993663,993663,100,100,100,100,2599,1302,100,100
4,13,4013116719,2788,3424842,3424842,4,13,4013116719,2788,116719,116719,W,W,6404,6404,100,100,0,,,,3424842,3424842,3424842,3424842,100,100,100,100,6404,2788,100,100
4,13,4013116720,1827,1770155,1770155,4,13,4013116720,1827,116720,116720,W,W,3774,3774,100,100,0,,,,1770155,1770155,1770155,1770155,100,100,100,100,3774,1827,100,100
4,13,4013116721,1438,2295746,2295746,4,13,4013116721,1438,116721,116721,W,W,3536,3536,100,100,0,,,,2295746,2295746,2295746,2295746,100,100,100,100,3536,1438,100,100
4,13,4013116725,2287,4001066,4000372,4,13,4013116725,2287,116725,116725,W,W,4773,4773,100,100,0,,,,4001066,4000372,4001066,4000372,100,100,100,100,4773,2287,100,100
4,13,4013116726,1848,7582694,7581944,4,13,4013116730,635,116726,116730,P,W,5027,1793,35.67,100,64.33,,,,4466414,4465664,4466414,4465664,58.9,58.9,100,100,1793,635,34.36,100
4,13,4013116726,1848,7582694,7581944,4,13,4013116731,1213,116726,116731,P,W,5027,3234,64.33,100,35.67,,,,3116280,3116280,3116280,3116280,41.1,41.1,100,100,3234,1213,65.64,100
4,13,4013116727,1522,4445288,4445288,4,13,4013116727,1522,116727,116727,W,W,4065,4065,100,100,0,,,,4445288,4445288,4445288,4445288,100,100,100,100,4065,1522,100,100
4,13,4013116728,1671,5710794,5681926,4,13,4013116728,1671,116728,116728,W,W,4612,4612,100,100,0,,,,5710794,5681926,5710794,5681926,100,100,100,100,4612,1671,100,100
4,13,4013116729,1492,3749377,3749377,4,13,4013116729,1492,116729,116729,W,W,4303,4303,100,100,0,,,,3749377,3749377,3749377,3749377,100,100,100,100,4303,1492,100,100
4,13,4013216802,3294,7297403,7291833,4,13,4013103209,2545,216802,103209,P,P,6040,5353,0,0,0,,,,6579557,6458642,471,471,0.01,0.01,0.01,0.01,0,0,0,0
4,13,4013216802,3294,7297403,7291833,4,13,4013216830,1908,216802,216830,P,P,6040,3144,52.05,100,47.95,,,,2617013,2617013,2597899,2597899,35.6,35.63,99.27,99.27,3144,1908,57.92,100
4,13,4013216802,3294,7297403,7291833,4,13,4013216831,1386,216802,216831,P,P,6040,2896,47.95,100,52.05,,,,4729811,4724241,4699033,4693463,64.39,64.37,99.35,99.35,2896,1386,42.08,100
4,13,4013216806,1776,2041732,2041732,4,13,4013216806,1776,216806,216806,W,W,2967,2967,100,100,0,,,,2041732,2041732,2041732,2041732,100,100,100,100,2967,1776,100,100
4,13,4013216807,2667,4102304,4102304,4,13,4013216807,2667,216807,216807,P,W,4911,4911,100,100,0,,,,4077967,4077967,4077967,4077967,99.41,99.41,100,100,4911,2667,100,100
4,13,4013216807,2667,4102304,4102304,4,13,4013941300,2609,216807,941300,P,P,4911,6293,0,0,0,,,,218380934,211256593,24337,24337,0.59,0.59,0.01,0.01,0,0,0,0
4,13,4013216809,2263,9387730,9387730,4,13,4013216809,2263,216809,216809,P,P,4941,4939,99.9,99.94,0.04,,,,9280241,9280241,9241582,9241582,98.44,98.44,99.58,99.58,4936,2262,99.96,99.96
4,13,4013216809,2263,9387730,9387730,4,13,4013216821,3283,216809,216821,P,P,4941,5737,0,0,0,,,,15650395,15649417,2852,2852,0.03,0.03,0.02,0.02,0,0,0,0
4,13,4013216809,2263,9387730,9387730,4,13,4013216848,2637,216809,216848,P,P,4941,6026,0.1,0.08,0.02,,,,13470693,13470693,5734,5734,0.06,0.06,0.04,0.04,5,1,0.04,0.04
4,13,4013216809,2263,9387730,9387730,4,13,4013941300,2609,216809,941300,P,P,4941,6293,0,0,0,,,,218380934,211256593,137562,137562,1.47,1.47,0.06,0.07,0,0,0,0
4,13,4013216810,1272,1906515,1906515,4,13,4013216810,1272,216810,216810,P,W,1318,1318,100,100,0,,,,1865460,1865460,1865460,1865460,97.85,97.85,100,100,1318,1272,100,100
4,13,4013216810,1272,1906515,1906515,4,13,4013941300,2609,216810,941300,P,P,1318,6293,0,0,0,,,,218380934,211256593,41055,41055,2.15,2.15,0.02,0.02,0,0,0,0
