name,label,predicateType,group,limit,attributes,concept,required
B24124_404E,Estimate!!Total!!Precision instrument and equipment repairers,int,B24124,0,"B24124_404EA,B24124_404M,B24124_404MA",NA,NA
C25095_009E,"Estimate!!Total!!$10,000 to $19,999!!Not computed",int,C25095,0,"C25095_009EA,C25095_009M,C25095_009MA",NA,NA
B07012_004E,Estimate!!Total!!At or above 150 percent of the poverty level,int,B07012,0,"B07012_004EA,B07012_004M,B07012_004MA",NA,NA
B25020_004E,Estimate!!Total!!Owner occupied!!2 rooms,int,B25020,0,"B25020_004EA,B25020_004M,B25020_004MA",NA,NA
B07408PR_018E,Estimate!!Total living in area 1 year ago!!Moved within same municipio!!Widowed,int,B07408PR,0,"B07408PR_018EA,B07408PR_018M,B07408PR_018MA",NA,NA
B20005H_005E,"Estimate!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings",int,B20005H,0,"B20005H_005EA,B20005H_005M,B20005H_005MA",NA,NA
C24070_011E,"Estimate!!Total!!Educational services, and  health care and social assistance",int,C24070,0,"C24070_011EA,C24070_011M,C24070_011MA",NA,NA
B13002B_007E,"Estimate!!Total!!Women who did not have a birth in the past 12 months!!Unmarried (never married, widowed and divorced)",int,B13002B,0,"B13002B_007EA,B13002B_007M,B13002B_007MA",NA,NA
B25055_008E,Estimate!!Total!!Householder 65 to 74 years,int,B25055,0,"B25055_008EA,B25055_008M,B25055_008MA",NA,NA
B06011_003E,Estimate!!Median income in the past 12 months!!Total!!Born in other state of the United States,int,B06011,0,"B06011_003EA,B06011_003M,B06011_003MA",NA,NA
B17023_030E,"Estimate!!Total!!Income in the past 12 months at or above poverty level!!Other families!!Male householder, no wife present!!5 or more own children",int,B17023,0,"B17023_030EA,B17023_030M,B17023_030MA",NA,NA
C08134_006E,Estimate!!Total!!25 to 29 minutes,int,C08134,0,"C08134_006EA,C08134_006M,C08134_006MA",NA,NA
B24124_405E,"Estimate!!Total!!Coin, vending, and amusement machine servicers and repairers",int,B24124,0,"B24124_405EA,B24124_405M,B24124_405MA",NA,NA
B07408PR_017E,Estimate!!Total living in area 1 year ago!!Moved within same municipio!!Separated,int,B07408PR,0,"B07408PR_017EA,B07408PR_017M,B07408PR_017MA",NA,NA
B25020_005E,Estimate!!Total!!Owner occupied!!3 rooms,int,B25020,0,"B25020_005EA,B25020_005M,B25020_005MA",NA,NA
B20005H_004E,"Estimate!!Total!!Male!!Worked full-time, year-round in the past 12 months!!No earnings",int,B20005H,0,"B20005H_004EA,B20005H_004M,B20005H_004MA",NA,NA
B07012_005E,Estimate!!Total!!Same house 1 year ago,int,B07012,0,"B07012_005EA,B07012_005M,B07012_005MA",NA,NA
C24070_010E,"Estimate!!Total!!Professional, scientific, and management, and administrative and waste management services",int,C24070,0,"C24070_010EA,C24070_010M,C24070_010MA",NA,NA
C08134_005E,Estimate!!Total!!20 to 24 minutes,int,C08134,0,"C08134_005EA,C08134_005M,C08134_005MA",NA,NA
B25055_007E,Estimate!!Total!!Householder 55 to 64 years!!No meals included in rent,int,B25055,0,"B25055_007EA,B25055_007M,B25055_007MA",NA,NA
B17023_031E,"Estimate!!Total!!Income in the past 12 months at or above poverty level!!Other families!!Female householder, no husband present",int,B17023,0,"B17023_031EA,B17023_031M,B17023_031MA",NA,NA
B06011_004E,Estimate!!Median income in the past 12 months!!Total!!Native; born outside the United States,int,B06011,0,"B06011_004EA,B06011_004M,B06011_004MA",NA,NA
C24070_017E,Estimate!!Total!!Employee of private company workers!!Construction,int,C24070,0,"C24070_017EA,C24070_017M,C24070_017MA",NA,NA
B20005H_003E,"Estimate!!Total!!Male!!Worked full-time, year-round in the past 12 months",int,B20005H,0,"B20005H_003EA,B20005H_003M,B20005H_003MA",NA,NA
B07408PR_016E,Estimate!!Total living in area 1 year ago!!Moved within same municipio!!Divorced,int,B07408PR,0,"B07408PR_016EA,B07408PR_016M,B07408PR_016MA",NA,NA
B06004FPR_002E,Estimate!!Total!!Born in Puerto Rico,int,B06004FPR,0,"B06004FPR_002EA,B06004FPR_002M,B06004FPR_002MA",NA,NA
B23006_003E,Estimate!!Total!!Less than high school graduate!!In labor force,int,B23006,0,"B23006_003EA,B23006_003M,B23006_003MA",NA,NA
B24124_402E,Estimate!!Total!!Electrical power-line installers and repairers,int,B24124,0,"B24124_402EA,B24124_402M,B24124_402MA",NA,NA
B07012_002E,Estimate!!Total!!Below 100 percent of the poverty level,int,B07012,0,"B07012_002EA,B07012_002M,B07012_002MA",NA,NA
B24124_401E,Estimate!!Total!!Millwrights,int,B24124,0,"B24124_401EA,B24124_401M,B24124_401MA",NA,NA
B17023_032E,"Estimate!!Total!!Income in the past 12 months at or above poverty level!!Other families!!Female householder, no husband present!!No own child",int,B17023,0,"B17023_032EA,B17023_032M,B17023_032MA",NA,NA
C24070_016E,"Estimate!!Total!!Employee of private company workers!!Agriculture, forestry, fishing and hunting, and mining",int,C24070,0,"C24070_016EA,C24070_016M,C24070_016MA",NA,NA
B20005H_002E,Estimate!!Total!!Male,int,B20005H,0,"B20005H_002EA,B20005H_002M,B20005H_002MA",NA,NA
B06004FPR_003E,Estimate!!Total!!Born in the United States,int,B06004FPR,0,"B06004FPR_003EA,B06004FPR_003M,B06004FPR_003MA",NA,NA
B23006_004E,Estimate!!Total!!Less than high school graduate!!In labor force!!In Armed Forces,int,B23006,0,"B23006_004EA,B23006_004M,B23006_004MA",NA,NA
B07408PR_015E,"Estimate!!Total living in area 1 year ago!!Moved within same municipio!!Now married, except separated",int,B07408PR,0,"B07408PR_015EA,B07408PR_015M,B07408PR_015MA",NA,NA
B24124_403E,Estimate!!Total!!Telecommunications line installers and repairers,int,B24124,0,"B24124_403EA,B24124_403M,B24124_403MA",NA,NA
B07012_003E,Estimate!!Total!!100 to 149 percent of the poverty level,int,B07012,0,"B07012_003EA,B07012_003M,B07012_003MA",NA,NA
B17023_033E,"Estimate!!Total!!Income in the past 12 months at or above poverty level!!Other families!!Female householder, no husband present!!1 or 2 own children",int,B17023,0,"B17023_033EA,B17023_033M,B17023_033MA",NA,NA
B20005H_001E,Estimate!!Total,int,B20005H,0,"B20005H_001EA,B20005H_001M,B20005H_001MA",NA,NA
C24070_015E,Estimate!!Total!!Employee of private company workers,int,C24070,0,"C24070_015EA,C24070_015M,C24070_015MA",NA,NA
B02010_001E,Estimate!!Total,int,B02010,0,"B02010_001EA,B02010_001M,B02010_001MA",NA,NA
B07408PR_014E,Estimate!!Total living in area 1 year ago!!Moved within same municipio!!Never married,int,B07408PR,0,"B07408PR_014EA,B07408PR_014M,B07408PR_014MA",NA,NA
C14007A_007E,Estimate!!Total!!Not enrolled in school,int,C14007A,0,"C14007A_007EA,C14007A_007M,C14007A_007MA",NA,NA
B17023_034E,"Estimate!!Total!!Income in the past 12 months at or above poverty level!!Other families!!Female householder, no husband present!!3 or 4 own children",int,B17023,0,"B17023_034EA,B17023_034M,B17023_034MA",NA,NA
B25020_001E,Estimate!!Total,int,B25020,0,"B25020_001EA,B25020_001M,B25020_001MA",NA,NA
C24070_014E,Estimate!!Total!!Public administration,int,C24070,0,"C24070_014EA,C24070_014M,C24070_014MA",NA,NA
B07012_001E,Estimate!!Total,int,B07012,0,"B07012_001EA,B07012_001M,B07012_001MA",NA,NA
B07408PR_013E,Estimate!!Total living in area 1 year ago!!Moved within same municipio,int,B07408PR,0,"B07408PR_013EA,B07408PR_013M,B07408PR_013MA",NA,NA
B23006_002E,Estimate!!Total!!Less than high school graduate,int,B23006,0,"B23006_002EA,B23006_002M,B23006_002MA",NA,NA
C14007A_006E,Estimate!!Total!!Enrolled in school!!Enrolled in college or graduate school,int,C14007A,0,"C14007A_006EA,C14007A_006M,C14007A_006MA",NA,NA
B06004FPR_001E,Estimate!!Total,int,B06004FPR,0,"B06004FPR_001EA,B06004FPR_001M,B06004FPR_001MA",NA,NA
B17023_035E,"Estimate!!Total!!Income in the past 12 months at or above poverty level!!Other families!!Female householder, no husband present!!5 or more own children",int,B17023,0,"B17023_035EA,B17023_035M,B17023_035MA",NA,NA
B23006_001E,Estimate!!Total,int,B23006,0,"B23006_001EA,B23006_001M,B23006_001MA",NA,NA
B24124_400E,"Estimate!!Total!!Maintenance workers, machinery",int,B24124,0,"B24124_400EA,B24124_400M,B24124_400MA",NA,NA
C08134_009E,Estimate!!Total!!45 to 59 minutes,int,C08134,0,"C08134_009EA,C08134_009M,C08134_009MA",NA,NA
B14004_020E,Estimate!!Total!!Female!!Enrolled in public college or graduate school!!15 to 17 years,int,B14004,0,"B14004_020EA,B14004_020M,B14004_020MA",NA,NA
B06004FPR_004E,Estimate!!Total!!Native; born elsewhere,int,B06004FPR,0,"B06004FPR_004EA,B06004FPR_004M,B06004FPR_004MA",NA,NA
C24070_019E,Estimate!!Total!!Employee of private company workers!!Wholesale trade,int,C24070,0,"C24070_019EA,C24070_019M,C24070_019MA",NA,NA
B14004_022E,Estimate!!Total!!Female!!Enrolled in public college or graduate school!!25 to 34 years,int,B14004,0,"B14004_022EA,B14004_022M,B14004_022MA",NA,NA
B06004FPR_005E,Estimate!!Total!!Foreign born,int,B06004FPR,0,"B06004FPR_005EA,B06004FPR_005M,B06004FPR_005MA",NA,NA
B14004_021E,Estimate!!Total!!Female!!Enrolled in public college or graduate school!!18 to 24 years,int,B14004,0,"B14004_021EA,B14004_021M,B14004_021MA",NA,NA
C24070_018E,Estimate!!Total!!Employee of private company workers!!Manufacturing,int,C24070,0,"C24070_018EA,C24070_018M,C24070_018MA",NA,NA
B06011_005E,Estimate!!Median income in the past 12 months!!Total!!Foreign born,int,B06011,0,"B06011_005EA,B06011_005M,B06011_005MA",NA,NA
C08134_004E,Estimate!!Total!!15 to 19 minutes,int,C08134,0,"C08134_004EA,C08134_004M,C08134_004MA",NA,NA
B25020_006E,Estimate!!Total!!Owner occupied!!4 rooms,int,B25020,0,"B25020_006EA,B25020_006M,B25020_006MA",NA,NA
C08134_003E,Estimate!!Total!!10 to 14 minutes,int,C08134,0,"C08134_003EA,C08134_003M,C08134_003MA",NA,NA
B25020_007E,Estimate!!Total!!Owner occupied!!5 rooms,int,B25020,0,"B25020_007EA,B25020_007M,B25020_007MA",NA,NA
C08134_002E,Estimate!!Total!!Less than 10 minutes,int,C08134,0,"C08134_002EA,C08134_002M,C08134_002MA",NA,NA
B20005H_009E,"Estimate!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$7,500 to $9,999",int,B20005H,0,"B20005H_009EA,B20005H_009M,B20005H_009MA",NA,NA
B07012_008E,Estimate!!Total!!Same house 1 year ago!!At or above 150 percent of the poverty level,int,B07012,0,"B07012_008EA,B07012_008M,B07012_008MA",NA,NA
B25020_008E,Estimate!!Total!!Owner occupied!!6 rooms,int,B25020,0,"B25020_008EA,B25020_008M,B25020_008MA",NA,NA
B24124_408E,Estimate!!Total!!Manufactured building and mobile home installers,int,B24124,0,"B24124_408EA,B24124_408M,B24124_408MA",NA,NA
C08134_001E,Estimate!!Total,int,C08134,0,"C08134_001EA,C08134_001M,C08134_001MA",NA,NA
B07012_009E,Estimate!!Total!!Moved within same county,int,B07012,0,"B07012_009EA,B07012_009M,B07012_009MA",NA,NA
B20005H_008E,"Estimate!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$5,000 to $7,499",int,B20005H,0,"B20005H_008EA,B20005H_008M,B20005H_008MA",NA,NA
B25020_009E,Estimate!!Total!!Owner occupied!!7 rooms,int,B25020,0,"B25020_009EA,B25020_009M,B25020_009MA",NA,NA
B24124_409E,Estimate!!Total!!Riggers,int,B24124,0,"B24124_409EA,B24124_409M,B24124_409MA",NA,NA
B24123_453E,"Estimate!!Total!!Tailors, dressmakers, and sewers",int,B24123,0,"B24123_453EA,B24123_453M,B24123_453MA",NA,NA
B14004_015E,Estimate!!Total!!Male!!Not enrolled in college or graduate school!!18 to 24 years,int,B14004,0,"B14004_015EA,B14004_015M,B14004_015MA",NA,NA
B25051_003E,Estimate!!Total!!Lacking complete kitchen facilities,int,B25051,0,"B25051_003EA,B25051_003M,B25051_003MA",NA,NA
B25061_009E,Estimate!!Total!!$400 to $449,int,B25061,0,"B25061_009EA,B25061_009M,B25061_009MA",NA,NA
B25024_009E,Estimate!!Total!!50 or more,int,B25024,0,"B25024_009EA,B25024_009M,B25024_009MA",NA,NA
B24123_452E,Estimate!!Total!!Shoe machine operators and tenders,int,B24123,0,"B24123_452EA,B24123_452M,B24123_452MA",NA,NA
B14004_016E,Estimate!!Total!!Male!!Not enrolled in college or graduate school!!25 to 34 years,int,B14004,0,"B14004_016EA,B14004_016M,B14004_016MA",NA,NA
B14004_017E,Estimate!!Total!!Male!!Not enrolled in college or graduate school!!35 years and over,int,B14004,0,"B14004_017EA,B14004_017M,B14004_017MA",NA,NA
B25024_006E,Estimate!!Total!!5 to 9,int,B25024,0,"B25024_006EA,B25024_006M,B25024_006MA",NA,NA
B24123_455E,"Estimate!!Total!!Textile cutting machine setters, operators, and tenders",int,B24123,0,"B24123_455EA,B24123_455M,B24123_455MA",NA,NA
B06007_039E,"Estimate!!Total!!Foreign born!!Speak other languages!!Speak English ""very well""",int,B06007,0,"B06007_039EA,B06007_039M,B06007_039MA",NA,NA
B06007_038E,Estimate!!Total!!Foreign born!!Speak other languages,int,B06007,0,"B06007_038EA,B06007_038M,B06007_038MA",NA,NA
B14004_018E,Estimate!!Total!!Female,int,B14004,0,"B14004_018EA,B14004_018M,B14004_018MA",NA,NA
B25024_007E,Estimate!!Total!!10 to 19,int,B25024,0,"B25024_007EA,B25024_007M,B25024_007MA",NA,NA
B24123_454E,Estimate!!Total!!Textile bleaching and dyeing machine operators and tenders,int,B24123,0,"B24123_454EA,B24123_454M,B24123_454MA",NA,NA
B06007_037E,"Estimate!!Total!!Foreign born!!Speak Spanish!!Speak English less than ""very well""",int,B06007,0,"B06007_037EA,B06007_037M,B06007_037MA",NA,NA
B14004_019E,Estimate!!Total!!Female!!Enrolled in public college or graduate school,int,B14004,0,"B14004_019EA,B14004_019M,B14004_019MA",NA,NA
B25024_008E,Estimate!!Total!!20 to 49,int,B25024,0,"B25024_008EA,B25024_008M,B25024_008MA",NA,NA
B14004_011E,Estimate!!Total!!Male!!Enrolled in private college or graduate school!!25 to 34 years,int,B14004,0,"B14004_011EA,B14004_011M,B14004_011MA",NA,NA
B25024_004E,Estimate!!Total!!2,int,B25024,0,"B25024_004EA,B25024_004M,B25024_004MA",NA,NA
B14004_012E,Estimate!!Total!!Male!!Enrolled in private college or graduate school!!35 years and over,int,B14004,0,"B14004_012EA,B14004_012M,B14004_012MA",NA,NA
B25024_005E,Estimate!!Total!!3 or 4,int,B25024,0,"B25024_005EA,B25024_005M,B25024_005MA",NA,NA
B14004_013E,Estimate!!Total!!Male!!Not enrolled in college or graduate school,int,B14004,0,"B14004_013EA,B14004_013M,B14004_013MA",NA,NA
B24123_451E,Estimate!!Total!!Shoe and leather workers and repairers,int,B24123,0,"B24123_451EA,B24123_451M,B24123_451MA",NA,NA
B24123_310E,Estimate!!Total!!Dispatchers,int,B24123,0,"B24123_310EA,B24123_310M,B24123_310MA",NA,NA
B25024_002E,"Estimate!!Total!!1, detached",int,B25024,0,"B25024_002EA,B25024_002M,B25024_002MA",NA,NA
B14004_014E,Estimate!!Total!!Male!!Not enrolled in college or graduate school!!15 to 17 years,int,B14004,0,"B14004_014EA,B14004_014M,B14004_014MA",NA,NA
B24123_450E,Estimate!!Total!!Sewing machine operators,int,B24123,0,"B24123_450EA,B24123_450M,B24123_450MA",NA,NA
B25024_003E,"Estimate!!Total!!1, attached",int,B25024,0,"B25024_003EA,B25024_003M,B25024_003MA",NA,NA
B06007_032E,"Estimate!!Total!!Native; born outside the United States!!Speak other languages!!Speak English less than ""very well""",int,B06007,0,"B06007_032EA,B06007_032M,B06007_032MA",NA,NA
B13002B_002E,Estimate!!Total!!Women who had a birth in the past 12 months,int,B13002B,0,"B13002B_002EA,B13002B_002M,B13002B_002MA",NA,NA
B25061_001E,Estimate!!Total,int,B25061,0,"B25061_001EA,B25061_001M,B25061_001MA",NA,NA
B25055_001E,Estimate!!Total,int,B25055,0,"B25055_001EA,B25055_001M,B25055_001MA",NA,NA
B07408PR_010E,Estimate!!Total living in area 1 year ago!!Same house!!Divorced,int,B07408PR,0,"B07408PR_010EA,B07408PR_010M,B07408PR_010MA",NA,NA
B07408PR_011E,Estimate!!Total living in area 1 year ago!!Same house!!Separated,int,B07408PR,0,"B07408PR_011EA,B07408PR_011M,B07408PR_011MA",NA,NA
B06010PR_049E,"Estimate!!Total!!Foreign born!!With income!!$10,000 to $14,999",int,B06010PR,0,"B06010PR_049EA,B06010PR_049M,B06010PR_049MA",NA,NA
B24123_312E,Estimate!!Total!!Postal service clerks,int,B24123,0,"B24123_312EA,B24123_312M,B24123_312MA",NA,NA
C25095_004E,"Estimate!!Total!!Less than $10,000!!30.0 percent or more",int,C25095,0,"C25095_004EA,C25095_004M,C25095_004MA",NA,NA
B06007_031E,"Estimate!!Total!!Native; born outside the United States!!Speak other languages!!Speak English ""very well""",int,B06007,0,"B06007_031EA,B06007_031M,B06007_031MA",NA,NA
B25055_002E,Estimate!!Total!!Householder 15 to 54 years,int,B25055,0,"B25055_002EA,B25055_002M,B25055_002MA",NA,NA
B25061_002E,Estimate!!Total!!Less than $100,int,B25061,0,"B25061_002EA,B25061_002M,B25061_002MA",NA,NA
B13002B_001E,Estimate!!Total,int,B13002B,0,"B13002B_001EA,B13002B_001M,B13002B_001MA",NA,NA
B07408PR_012E,Estimate!!Total living in area 1 year ago!!Same house!!Widowed,int,B07408PR,0,"B07408PR_012EA,B07408PR_012M,B07408PR_012MA",NA,NA
B25024_001E,Estimate!!Total,int,B25024,0,"B25024_001EA,B25024_001M,B25024_001MA",NA,NA
B24123_311E,"Estimate!!Total!!Meter readers, utilities",int,B24123,0,"B24123_311EA,B24123_311M,B24123_311MA",NA,NA
C25095_003E,"Estimate!!Total!!Less than $10,000!!Less than 30.0 percent",int,C25095,0,"C25095_003EA,C25095_003M,C25095_003MA",NA,NA
B06010PR_048E,"Estimate!!Total!!Foreign born!!With income!!$1 to $9,999 or loss",int,B06010PR,0,"B06010PR_048EA,B06010PR_048M,B06010PR_048MA",NA,NA
B25061_003E,Estimate!!Total!!$100 to $149,int,B25061,0,"B25061_003EA,B25061_003M,B25061_003MA",NA,NA
B24123_315E,"Estimate!!Total!!Production, planning, and expediting clerks",int,B24123,0,"B24123_315EA,B24123_315M,B24123_315MA",NA,NA
B06007_030E,Estimate!!Total!!Native; born outside the United States!!Speak other languages,int,B06007,0,"B06007_030EA,B06007_030M,B06007_030MA",NA,NA
B06010PR_047E,Estimate!!Total!!Foreign born!!With income,int,B06010PR,0,"B06010PR_047EA,B06010PR_047M,B06010PR_047MA",NA,NA
B24123_314E,"Estimate!!Total!!Postal service mail sorters, processors, and processing machine operators",int,B24123,0,"B24123_314EA,B24123_314M,B24123_314MA",NA,NA
C25095_002E,"Estimate!!Total!!Less than $10,000",int,C25095,0,"C25095_002EA,C25095_002M,C25095_002MA",NA,NA
B25061_004E,Estimate!!Total!!$150 to $199,int,B25061,0,"B25061_004EA,B25061_004M,B25061_004MA",NA,NA
B06010PR_046E,Estimate!!Total!!Foreign born!!No income,int,B06010PR,0,"B06010PR_046EA,B06010PR_046M,B06010PR_046MA",NA,NA
B24123_313E,Estimate!!Total!!Postal service mail carriers,int,B24123,0,"B24123_313EA,B24123_313M,B24123_313MA",NA,NA
C25095_001E,Estimate!!Total,int,C25095,0,"C25095_001EA,C25095_001M,C25095_001MA",NA,NA
B24123_458E,Estimate!!Total!!Fabric and apparel patternmakers,int,B24123,0,"B24123_458EA,B24123_458M,B24123_458MA",NA,NA
B24123_317E,Estimate!!Total!!Stock clerks and order fillers,int,B24123,0,"B24123_317EA,B24123_317M,B24123_317MA",NA,NA
B13002B_006E,Estimate!!Total!!Women who did not have a birth in the past 12 months!!Now married (including separated and spouse absent),int,B13002B,0,"B13002B_006EA,B13002B_006M,B13002B_006MA",NA,NA
C24070_020E,Estimate!!Total!!Employee of private company workers!!Retail trade,int,C24070,0,"C24070_020EA,C24070_020M,C24070_020MA",NA,NA
B25055_005E,Estimate!!Total!!Householder 55 to 64 years,int,B25055,0,"B25055_005EA,B25055_005M,B25055_005MA",NA,NA
B25061_005E,Estimate!!Total!!$200 to $249,int,B25061,0,"B25061_005EA,B25061_005M,B25061_005MA",NA,NA
B06007_036E,"Estimate!!Total!!Foreign born!!Speak Spanish!!Speak English ""very well""",int,B06007,0,"B06007_036EA,B06007_036M,B06007_036MA",NA,NA
B24123_457E,"Estimate!!Total!!Textile winding, twisting, and drawing out machine setters, operators, and tenders",int,B24123,0,"B24123_457EA,B24123_457M,B24123_457MA",NA,NA
C25095_008E,"Estimate!!Total!!$10,000 to $19,999!!30.0 percent or more",int,C25095,0,"C25095_008EA,C25095_008M,C25095_008MA",NA,NA
B06010PR_045E,Estimate!!Total!!Foreign born,int,B06010PR,0,"B06010PR_045EA,B06010PR_045M,B06010PR_045MA",NA,NA
C24070_021E,"Estimate!!Total!!Employee of private company workers!!Transportation and warehousing, and utilities",int,C24070,0,"C24070_021EA,C24070_021M,C24070_021MA",NA,NA
B24123_316E,"Estimate!!Total!!Shipping, receiving, and traffic clerks",int,B24123,0,"B24123_316EA,B24123_316M,B24123_316MA",NA,NA
B25061_006E,Estimate!!Total!!$250 to $299,int,B25061,0,"B25061_006EA,B25061_006M,B25061_006MA",NA,NA
B13002B_005E,Estimate!!Total!!Women who did not have a birth in the past 12 months,int,B13002B,0,"B13002B_005EA,B13002B_005M,B13002B_005MA",NA,NA
B25055_006E,Estimate!!Total!!Householder 55 to 64 years!!Meals included in rent,int,B25055,0,"B25055_006EA,B25055_006M,B25055_006MA",NA,NA
B06007_035E,Estimate!!Total!!Foreign born!!Speak Spanish,int,B06007,0,"B06007_035EA,B06007_035M,B06007_035MA",NA,NA
B24123_456E,"Estimate!!Total!!Textile knitting and weaving machine setters, operators, and tenders",int,B24123,0,"B24123_456EA,B24123_456M,B24123_456MA",NA,NA
B06010PR_044E,"Estimate!!Total!!Native; born elsewhere!!With income!!$75,000 or more",int,B06010PR,0,"B06010PR_044EA,B06010PR_044M,B06010PR_044MA",NA,NA
C25095_007E,"Estimate!!Total!!$10,000 to $19,999!!Less than 30.0 percent",int,C25095,0,"C25095_007EA,C25095_007M,C25095_007MA",NA,NA
B25061_007E,Estimate!!Total!!$300 to $349,int,B25061,0,"B25061_007EA,B25061_007M,B25061_007MA",NA,NA
B24123_319E,Estimate!!Total!!Secretaries and administrative assistants,int,B24123,0,"B24123_319EA,B24123_319M,B24123_319MA",NA,NA
B13002B_004E,"Estimate!!Total!!Women who had a birth in the past 12 months!!Unmarried (never married, widowed and divorced)",int,B13002B,0,"B13002B_004EA,B13002B_004M,B13002B_004MA",NA,NA
B25051_001E,Estimate!!Total,int,B25051,0,"B25051_001EA,B25051_001M,B25051_001MA",NA,NA
B06007_034E,Estimate!!Total!!Foreign born!!Speak only English,int,B06007,0,"B06007_034EA,B06007_034M,B06007_034MA",NA,NA
B25055_003E,Estimate!!Total!!Householder 15 to 54 years!!Meals included in rent,int,B25055,0,"B25055_003EA,B25055_003M,B25055_003MA",NA,NA
C25095_006E,"Estimate!!Total!!$10,000 to $19,999",int,C25095,0,"C25095_006EA,C25095_006M,C25095_006MA",NA,NA
B06010PR_043E,"Estimate!!Total!!Native; born elsewhere!!With income!!$65,000 to $74,999",int,B06010PR,0,"B06010PR_043EA,B06010PR_043M,B06010PR_043MA",NA,NA
B25061_008E,Estimate!!Total!!$350 to $399,int,B25061,0,"B25061_008EA,B25061_008M,B25061_008MA",NA,NA
B13002B_003E,Estimate!!Total!!Women who had a birth in the past 12 months!!Now married (including separated and spouse absent),int,B13002B,0,"B13002B_003EA,B13002B_003M,B13002B_003MA",NA,NA
B25055_004E,Estimate!!Total!!Householder 15 to 54 years!!No meals included in rent,int,B25055,0,"B25055_004EA,B25055_004M,B25055_004MA",NA,NA
B25051_002E,Estimate!!Total!!Complete kitchen facilities,int,B25051,0,"B25051_002EA,B25051_002M,B25051_002MA",NA,NA
B24123_459E,Estimate!!Total!!Upholsterers,int,B24123,0,"B24123_459EA,B24123_459M,B24123_459MA",NA,NA
B24123_318E,"Estimate!!Total!!Weighers, measurers, checkers, and samplers, recordkeeping",int,B24123,0,"B24123_318EA,B24123_318M,B24123_318MA",NA,NA
B06007_033E,Estimate!!Total!!Foreign born,int,B06007,0,"B06007_033EA,B06007_033M,B06007_033MA",NA,NA
C25095_005E,"Estimate!!Total!!Less than $10,000!!Not computed",int,C25095,0,"C25095_005EA,C25095_005M,C25095_005MA",NA,NA
B06010PR_042E,"Estimate!!Total!!Native; born elsewhere!!With income!!$50,000 to $64,999",int,B06010PR,0,"B06010PR_042EA,B06010PR_042M,B06010PR_042MA",NA,NA
C24070_023E,"Estimate!!Total!!Employee of private company workers!!Finance and insurance, and real estate and rental and leasing",int,C24070,0,"C24070_023EA,C24070_023M,C24070_023MA",NA,NA
B20005H_017E,"Estimate!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$30,000 to $34,999",int,B20005H,0,"B20005H_017EA,B20005H_017M,B20005H_017MA",NA,NA
B07012_016E,Estimate!!Total!!Moved from different county within same state!!At or above 150 percent of the poverty level,int,B07012,0,"B07012_016EA,B07012_016M,B07012_016MA",NA,NA
B24124_416E,Estimate!!Total!!Engine and other machine assemblers,int,B24124,0,"B24124_416EA,B24124_416M,B24124_416MA",NA,NA
B25020_016E,Estimate!!Total!!Renter occupied!!4 rooms,int,B25020,0,"B25020_016EA,B25020_016M,B25020_016MA",NA,NA
C08134_018E,"Estimate!!Total!!Car, truck, or van - drove alone!!35 to 44 minutes",int,C08134,0,"C08134_018EA,C08134_018M,C08134_018MA",NA,NA
B20005H_016E,"Estimate!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$25,000 to $29,999",int,B20005H,0,"B20005H_016EA,B20005H_016M,B20005H_016MA",NA,NA
B07012_017E,Estimate!!Total!!Moved from different state,int,B07012,0,"B07012_017EA,B07012_017M,B07012_017MA",NA,NA
B24124_417E,Estimate!!Total!!Structural metal fabricators and fitters,int,B24124,0,"B24124_417EA,B24124_417M,B24124_417MA",NA,NA
B25020_017E,Estimate!!Total!!Renter occupied!!5 rooms,int,B25020,0,"B25020_017EA,B25020_017M,B25020_017MA",NA,NA
B07408PR_029E,Estimate!!Total living in area 1 year ago!!Moved to the United States!!Separated,int,B07408PR,0,"B07408PR_029EA,B07408PR_029M,B07408PR_029MA",NA,NA
C08134_017E,"Estimate!!Total!!Car, truck, or van - drove alone!!30 to 34 minutes",int,C08134,0,"C08134_017EA,C08134_017M,C08134_017MA",NA,NA
C24070_022E,Estimate!!Total!!Employee of private company workers!!Information,int,C24070,0,"C24070_022EA,C24070_022M,C24070_022MA",NA,NA
B07012_018E,Estimate!!Total!!Moved from different state!!Below 100 percent of the poverty level,int,B07012,0,"B07012_018EA,B07012_018M,B07012_018MA",NA,NA
C24070_025E,"Estimate!!Total!!Employee of private company workers!!Educational services, and  health care and social assistance",int,C24070,0,"C24070_025EA,C24070_025M,C24070_025MA",NA,NA
B20005H_019E,"Estimate!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$40,000 to $44,999",int,B20005H,0,"B20005H_019EA,B20005H_019M,B20005H_019MA",NA,NA
B25020_014E,Estimate!!Total!!Renter occupied!!2 rooms,int,B25020,0,"B25020_014EA,B25020_014M,B25020_014MA",NA,NA
B24124_418E,Estimate!!Total!!Miscellaneous assemblers and fabricators,int,B24124,0,"B24124_418EA,B24124_418M,B24124_418MA",NA,NA
